0,1,2,3,4,5
0.24571660161018372,0.29892605543136597,0.27546262741088867,0.27940458059310913,0.27453896403312683,0.22334997355937958
0.13701459765434265,0.18028901517391205,0.1950497329235077,0.17151090502738953,0.17894017696380615,0.07724806666374207
0.15241652727127075,0.16066300868988037,0.17784078419208527,0.16154392063617706,0.17534077167510986,0.06204308569431305
0.15242046117782593,0.15144763886928558,0.1568189561367035,0.15364891290664673,0.1732637733221054,0.05891867354512215
0.16436487436294556,0.14991740882396698,0.15359795093536377,0.16407036781311035,0.18783298134803772,0.08421863615512848
0.18023785948753357,0.15586671233177185,0.1410609483718872,0.17332473397254944,0.17654484510421753,0.07364170253276825
0.16397497057914734,0.1624477505683899,0.15502282977104187,0.15420934557914734,0.18726980686187744,0.0947280004620552
0.17401957511901855,0.17178839445114136,0.15233922004699707,0.17395171523094177,0.18681594729423523,0.09422929584980011
0.17228689789772034,0.18144521117210388,0.15650030970573425,0.1658584475517273,0.18514341115951538,0.09229971468448639
0.16220352053642273,0.17319564521312714,0.15620607137680054,0.1474323272705078,0.20936319231987,0.07685615122318268
0.17515230178833008,0.18500979244709015,0.1751505732536316,0.1291995644569397,0.230994313955307,0.0798654854297638
0.18348389863967896,0.20845851302146912,0.20181530714035034,0.1482035219669342,0.23030444979667664,0.11298559606075287
0.20592567324638367,0.23753587901592255,0.2156573385000229,0.1795741766691208,0.2440153956413269,0.13524115085601807
0.16044530272483826,0.22326666116714478,0.1976829469203949,0.15260529518127441,0.22391436994075775,0.08861947059631348
0.16603319346904755,0.21428580582141876,0.20372635126113892,0.13759422302246094,0.19547846913337708,0.07143723219633102
0.17860355973243713,0.22724422812461853,0.21131069958209991,0.15835323929786682,0.2351662516593933,0.10135065019130707
0.1792982965707779,0.19684246182441711,0.20667700469493866,0.16024592518806458,0.22152464091777802,0.10007496923208237
0.18811210989952087,0.17031262814998627,0.20450223982334137,0.15766671299934387,0.18836531043052673,0.0844254344701767
0.19738635420799255,0.1775149405002594,0.19412440061569214,0.165864035487175,0.18646490573883057,0.09071299433708191
0.1962892860174179,0.16625484824180603,0.15275947749614716,0.1768454611301422,0.1975131332874298,0.07920531928539276
0.21373309195041656,0.17695972323417664,0.15481403470039368,0.18940460681915283,0.193388432264328,0.09055502712726593
0.21565654873847961,0.16935408115386963,0.15277042984962463,0.16519767045974731,0.18274720013141632,0.07757154107093811
0.21289408206939697,0.1411575973033905,0.15668855607509613,0.16599388420581818,0.18389858305454254,0.07069667428731918
0.22207805514335632,0.16341964900493622,0.17057225108146667,0.18391366302967072,0.202447772026062,0.0959348976612091
0.22942599654197693,0.18450972437858582,0.18548592925071716,0.17352205514907837,0.19543614983558655,0.1079954281449318
0.20434579253196716,0.1717795431613922,0.1836632788181305,0.1753253936767578,0.21080222725868225,0.09260044991970062
0.203164204955101,0.16532370448112488,0.18204066157341003,0.17714449763298035,0.2228013575077057,0.09286902099847794
0.2074214667081833,0.17489461600780487,0.17006328701972961,0.17256103456020355,0.21464794874191284,0.08672096580266953
0.24021637439727783,0.193410724401474,0.2013099491596222,0.17547474801540375,0.171516552567482,0.08986835926771164
0.2613784074783325,0.20285296440124512,0.2251584231853485,0.17673462629318237,0.15046356618404388,0.08781961351633072
0.3005034923553467,0.2297091782093048,0.2551916837692261,0.19122819602489471,0.14645907282829285,0.10615633428096771
0.2974940836429596,0.2283225953578949,0.2642824053764343,0.18138664960861206,0.1334388256072998,0.08901630342006683
0.28431597352027893,0.2074936032295227,0.24120593070983887,0.17864441871643066,0.1492559313774109,0.09539453685283661
0.3126904368400574,0.2308102548122406,0.26129740476608276,0.1861814260482788,0.12742382287979126,0.08810661733150482
0.3211771249771118,0.23600530624389648,0.2578406035900116,0.17234116792678833,0.12407562881708145,0.07786181569099426
0.27749162912368774,0.20501267910003662,0.23371565341949463,0.1615578681230545,0.1586417257785797,0.07843974232673645
0.2654946446418762,0.1882207840681076,0.2178269326686859,0.1667928397655487,0.18627789616584778,0.081458181142807
0.3420930802822113,0.26721328496932983,0.2797561287879944,0.2235729694366455,0.22999253869056702,0.16342510282993317
0.3053475618362427,0.24445492029190063,0.23848316073417664,0.1948767602443695,0.21685576438903809,0.11858293414115906
0.3015371561050415,0.22452190518379211,0.21954047679901123,0.17589789628982544,0.18437518179416656,0.07631609588861465
0.2908848524093628,0.21618600189685822,0.18927690386772156,0.17890392243862152,0.181968092918396,0.06604644656181335
0.27306002378463745,0.21147862076759338,0.17048156261444092,0.19297771155834198,0.2277907431125641,0.09342381358146667
0.24770322442054749,0.2048141360282898,0.16857504844665527,0.18624481558799744,0.24574390053749084,0.08337730169296265
0.2506244480609894,0.21439522504806519,0.2018049955368042,0.15621058642864227,0.23038093745708466,0.07844472676515579
0.22031183540821075,0.19326478242874146,0.19916315376758575,0.1703348308801651,0.26733922958374023,0.08071912825107574
0.21599580347537994,0.17342022061347961,0.16891472041606903,0.183210089802742,0.2772812247276306,0.06848737597465515
0.2501033842563629,0.20821592211723328,0.194463312625885,0.2209358662366867,0.3191174566745758,0.1278328001499176
0.22862845659255981,0.16486793756484985,0.16216501593589783,0.2091553658246994,0.30771446228027344,0.07888808101415634
0.19817428290843964,0.16249942779541016,0.17451491951942444,0.2198578417301178,0.3287392556667328,0.07296878099441528
0.18039998412132263,0.1730484962463379,0.16938672959804535,0.2337319552898407,0.35023823380470276,0.0650462955236435
0.20650827884674072,0.18034452199935913,0.1587885618209839,0.23465320467948914,0.3393498361110687,0.09206361323595047
0.2187868356704712,0.16544964909553528,0.1768755316734314,0.23794502019882202,0.34768807888031006,0.08993630111217499
0.20751555263996124,0.19197705388069153,0.18482638895511627,0.2442949116230011,0.3725847601890564,0.09844594448804855
0.23549024760723114,0.22252671420574188,0.18859992921352386,0.19865745306015015,0.34505292773246765,0.10397078841924667
0.2203245759010315,0.22561156749725342,0.19144362211227417,0.210989847779274,0.35228830575942993,0.09513804316520691
0.2111155390739441,0.18789640069007874,0.18453800678253174,0.2057816982269287,0.3678417205810547,0.07477421313524246
0.18685247004032135,0.2088230550289154,0.19000066816806793,0.23097535967826843,0.3817918002605438,0.07917708903551102
0.24786916375160217,0.2311999797821045,0.19388043880462646,0.1950044482946396,0.3204941153526306,0.08302535116672516
0.2893313765525818,0.2500693202018738,0.21726015210151672,0.1643734574317932,0.29124975204467773,0.08248363435268402
0.27193784713745117,0.2042744755744934,0.21337416768074036,0.18658435344696045,0.32499587535858154,0.08794830739498138
